LocationName,Status,Resolution,Coordinates,LatitudeDecimal,LongitudeDecimal,Nation,ProvinceState,DistrictCounty,CityTown,Biome,ContinentOcean,ParkReserveName,Altitude,Rainfall,Temperature,Notes,Accuracy,Extent_km2,TimeAdded
"SOUTHEAST ASIA",NULL,O,NULL,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"; not relevant",4,4,"2020-01-21 17:47:40"
"Southern Cameroon",NULL,O,NULL,4.5,9.3,Cameroon,NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"ACMEMAPPER2.0;SOUTHERN CAMEROON",2,3,"2020-01-21 17:48:50"
"Southern India",NULL,O,NULL,14.099,77.4,India,,,,NULL,NULL,,NULL,NULL,NULL,"Google maps",3,3,"2020-01-21 17:50:50"
"Southern Madagascar",NULL,O,NULL,-23.7287,47.0582,Madagascar,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hoogstraal and Theiler 1959 reporting on what is now known as Varecia vareigata. They live in the East, so narrowed the search to SE Madagascar.",4,3,"2020-01-21 17:56:27"
"SRI LANKA",NULL,N,"07° 00' 00" N; 081° 00' 00" E",7,81,"Sri Lanka",NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"; Geonames:  Sri Lanka PCLI",2,4,"2011-07-25 16:34:51"
Stanleyville,NULL,SL,"00° 31' 00" N; 025° 12' 00" E",0.51,25.2,"Democratic Republic of Congo",NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames: Kisangani PPL, used value closest to locality in atlas",2,2,"2019-12-03 18:58:36"
"Stann Creek",NULL,P,NULL,16.833,-88.4667,Belize,,"Stann Creek",,NULL,NULL,,NULL,NULL,NULL,,2,3,"2020-01-21 17:57:39"
"Suaq Balimbing",NULL,NULL,,NULL,NULL,Indonesia,Sumatra,,,NULL,NULL,"Gunung Leuser",NULL,NULL,NULL,,,,"2020-10-28 19:14:21"
Subukia,NULL,SL,"00° 00' 00" S; 036° 13' 00" E",0,36.21,Kenya,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames: Subukia AREA",2,2,"2011-07-25 16:35:40"
"Sucre, Bolivia",NULL,SL,NULL,-21.61,-66.13,Bolivia,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"; Geonames: multiple hits, some quite different
",3,3,"2020-01-14 21:13:36"
"Sucre, Brazil",NULL,SL,NULL,-25.3,-57.5,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"; Geonames: no records for Sucre in Brazil:Acmemapper 2.0;Sucre,Brazil",2,2,"2020-01-14 21:13:46"
SUDAN,NULL,N,"15° 00'00" N; 030° 00' 00" E",15,30,Sudan,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames: Sudan, republic of the",2,4,"2011-07-25 16:36:37"
"Suela Zimbili",NULL,NULL,,-29.2147,31.4254,"South Africa",KwaZulu-Natal,,Zinkwazi,NULL,NULL,"Harold Johnson Nature Reserve",NULL,NULL,NULL,,1,2,"2020-08-23 22:11:42"
Sueve-Bolivar,NULL,P,NULL,10.9685,-74.7813,Colombia,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"Barranquilla according to https://collections.nmnh.si.edu/search/iz/ 
Geonames: Barranquilla, Colombia",1,2,"2020-01-21 19:07:43"
Suikerbosrand,NULL,SL,"26° 30' 30" S; 28° 15' E",-26.5,28.25,"South Africa",NULL,NULL,NULL,NULL,Africa,1,1728,645,NULL,"Suikerbosrand Nature Reserve; from source (Pettifer 1984); altitude and rainfall are averages across year",1,2,"2011-07-25 16:37:05"
Sulawesi,NULL,P,"02° 00' 00" S; 121° 00' 00" E",-2,121,Indonesia,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"; Geonames:  Sulawesi ISL",2,2,"2011-07-25 16:37:15"
Sumatra,NULL,P,"00° 00' 00" S; 102° 00' 00" E",0,102,Indonesia,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"; Geonames: Sumatra ISL",2,2,"2011-07-25 16:37:26"
Surabaya,NULL,SL,NULL,-7.24,112.75,Indonesia,NULL,NULL,NULL,NULL,Eurasia,0,NULL,NULL,NULL,"Acmemapper 2.0;Surabaya,Indonesia",2,2,"2011-07-25 16:37:37"
SURINAM,NULL,N,"04° 00' 00" N; 056° 00' 00" W",4,-56,Surinam,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"Dutch Guyana; Geonames:  Surinam PCLI",2,4,"2012-06-14 21:38:19"
"Suzuka Mountains",NULL,SL,"34° 45' 00" N; 136° 20' 00" E",34.75,136.33,Japan,NULL,NULL,NULL,NULL,Eurasia,1,0,0,NULL,"; Geonames:  Suzuka, code MTS (mountains)",2,2,"2011-07-25 16:38:37"
"SW Madagascar",NULL,O,NULL,-23.2533,44.3666,Madagascar,,,,NULL,NULL,,NULL,NULL,NULL,"Arbitrary coordinates in the SW of Madagascar",3,3,"2020-01-21 19:09:48"
Swoyambhu,NULL,SL,NULL,27.7,85.3,Nepal,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"Temple group; Acmemapper2.0;swoyambhu,nepal",2,2,"2020-01-14 21:13:09"
Tabasco,NULL,P,,18,-92.6667,Mexico,Tabasco,,,NULL,NULL,,NULL,NULL,NULL,,1,3,"2021-04-19 14:39:12"
Tacheng,NULL,SL,"27° 36' N; 99° 18' E",27.6,99.3,China,Yunnan,Xeixi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,"2020-01-21 19:15:19"
"Tai National Park",NULL,SL,"05° 45' 00" N; 007° 05' 00" W",5.75,-7.08,"Côte d'Ivoire",NULL,NULL,NULL,NULL,Africa,"Tai National Park",0,0,NULL,"; Geonames: Tai (Park)",2,2,"2020-02-05 17:30:21"
Taipei,NULL,P,"24° 50' 00" N; 121° 35' 00" E",24.83,121.58,Taiwan,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"map in reference; Geonames: Taipei Hsien",2,2,"2011-07-25 16:39:18"
Taiping,NULL,SL,"04° 51' 00" N; 100° 44' 00" E",4.85,100.73,Malaysia,NULL,NULL,NULL,NULL,Eurasia,1,0,0,NULL,"; Geonames: Taiping PPL",2,2,"2011-07-25 16:39:29"
Taitong,NULL,P,"23° 58' 00" N; 121° 26' 00" E",23.97,121.43,Taiwan,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"map in reference; Geonames: Taitung Hsien",2,2,"2011-07-25 16:39:48"
TAIWAN,NULL,N,"23° 30' N; 122° 20' E",23.5,122.33,Taiwan,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"; Rand McNally Atlas (couldn't bring up in Geonames)",2,2,"2011-07-25 16:39:55"
Takagoyama,NULL,SL,NULL,35.6,140.1,Japan,Chiba,NULL,NULL,NULL,Eurasia,NULL,NULL,NULL,NULL,"Acmemapper 2.0;Takagoyama,chiba",2,2,"2020-01-21 19:30:04"
Takasaki-yama,NULL,SL,"33° 15' 00" N; 131° 32' 00" E",33.25,131.53,Japan,NULL,NULL,NULL,NULL,Eurasia,1,0,0,NULL,"Oita Prefecture; Geonames: Takasaki-yama MT, matched up with info on Oita Prefecture from web, and Rand McNally",2,3,"2011-07-25 16:42:02"
Tambu,NULL,SL,NULL,-0.048,119.88,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Figure 1 of Gotoh et al. 2001",1,1,"2020-01-21 20:03:44"
"Tampobata Research Center",NULL,SL,NULL,-12.7,-69.2,Peru,"Madre de Dios",NULL,NULL,NULL,NULL,NULL,NULL,2400,28,"Acmemapper 2.0;Tambopata research centre",2,2,"2020-01-21 20:03:57"
"Tana River",NULL,SL,"01° 52' 09" S; 040° 08' 47" E",-1.869,40.1464,Kenya,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames: Tana River, used "Tana River Primate National Reserve" RESN",2,2,"2011-07-25 16:42:21"
"Tanah Intan",NULL,SL,"3° 20' S; 115° 02' E",-3.33,115.03,Indonesia,NULL,NULL,NULL,NULL,Eurasia,1,0,0,NULL,"Banjar Regency, South Kalimantan, sometimes mentioned as rubber plantation; not in Geonames; taken from primary refs",1,2,"2011-07-25 16:42:35"
"Tanjung Putting",NULL,SL,"03° 23' 00" S; 112° 33' 00" E",-3.38,112.55,Indonesia,NULL,NULL,NULL,NULL,Eurasia,2,0,0,NULL,"Southern Kalimantan, Indonesian-Borneo; not in Geonames, used nearby city of Kumai, matched up to Rand McNally map",2,2,"2011-07-25 16:42:55"
Tanosy,NULL,SL,NULL,-21.4,44.2,Madagascar,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"Tanosy;madagascar:Acmemapper 2.0",2,2,"2020-01-21 20:04:13"
TANZANIA,NULL,N,"06° 00' 00" S; 035° 00' 00" E",-6,35,Tanzania,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames: Tanganyika, =same as Tanzania",2,4,"2011-07-25 16:43:21"
Tapacura,NULL,SL,"07° 59' 00" S; 035° 05' 00" W",-7.98,-35.08,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"State of Pernambuco, NE Brazil; Geonames:  Tapacura STM",2,2,"2011-07-25 16:43:59"
Tarabanan,NULL,SL,"10° 00' 13" N; 119° 00' 57" E",10,119,Philippines,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"Palawan, 73 km N Puerto Princessa, "Tarabanan Conce" concession?; Geonames: Tarabanan PPL",2,2,"2011-07-25 16:44:16"
Tarangire,NULL,SL,NULL,-4,36,Tanzania,,,,NULL,NULL,"Tarangire National Park",NULL,NULL,NULL,"Geonames: Tarangire National Park, Tanzania",1,3,"2020-01-21 20:05:19"
Tempisque,NULL,O,NULL,10.4,-85.333,"Costa Rica",NULL,NULL,NULL,NULL,NULL,"Tempisque Conservation Area",NULL,NULL,NULL,"Geonames: Valle de Tempisque (covers some of the large area)",2,3,"2020-01-21 20:08:30"
Tete,NULL,P,"15° 30' 00" S; 33° 00' 00" E",-16.17,33.6,Mozambique,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"Tete District; Geonames: Tete Province/District ADM1:Tete,mozambique;Acmemapper 2.0",2,2,"2011-07-25 16:44:21"
THAILAND,NULL,N,"15° 00' 00" N; 100° 00' 00" E",15,100,Thailand,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"; Geonames:  Thailand PCLI",2,4,"2011-07-25 16:44:32"
Thika,NULL,SL,"01° 05' 00" S; 037° 05' 00" E",-1.08,37.08,Kenya,NULL,NULL,NULL,NULL,Africa,1,0,0,NULL,"; Geonames: Thika District ADMD",2,2,"2011-07-25 16:45:35"
Tilarán,NULL,SL,NULL,10.4588,-84.975,"Costa Rica",Guanacaste,NULL,NULL,NULL,SouthAmerica,NULL,NULL,NULL,NULL,"Location name given by Zeledón et al. 1957 as referenced by Stuart et al. 1998",1,2,"2021-04-20 20:30:10"
Tinde,NULL,SL,"03° 53' 00" S; 033° 12' 00" E",-3.88,33.2,Tanzania,NULL,NULL,NULL,NULL,Africa,1,0,0,NULL,"; Geonames:  Tinde PPL",2,2,"2011-07-25 16:45:46"
Tiwai,NULL,SL,"7° 33' N; 11° 21' W",7.55,-11.35,"Sierra Leone",NULL,NULL,NULL,NULL,Africa,2,0,0,NULL,"; from source",1,1,"2011-07-25 16:45:51"
"TK field site",NULL,SL,NULL,6.8,9.9,Cameroon,NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"See figure 2",2,2,"2020-01-21 20:17:21"
Tocantins,NULL,SL,"4 49' S; 49 49' W",-4.81,-49.81,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,1,0,0,NULL,"75 km from Tocurui; information on locality taken from source, note that 75 km from Tucurui",2,2,"2011-07-25 16:46:01"
"Tokai (JT troop)",NULL,O,NULL,-34.0536,18.3846,"South Africa","Western Cape",NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"Geonames: Tokai State Forest",2,3,"2020-01-21 20:20:51"
"Tokai (MT1 troop)",NULL,O,NULL,-34.0536,18.3846,"South Africa","Western Cape",NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"Geonames: Tokai State Forest",2,3,"2020-01-21 20:21:24"
Toledo,NULL,P,NULL,16.3333,-88.8667,Belize,,Toledo,,NULL,NULL,,NULL,NULL,NULL,"Geonames: Toledo District, Belize",2,2,"2020-01-21 20:25:37"
"Tome Island",NULL,SL,"01° 00' 00" N; 007° 00' 00" E",1,7,"Sao Tome",NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"INTRODUCTION; Geonames: Sao Tome PCL1, paper suggests "island of Sao Tome", so probably not the locality in Angola",2,3,"2012-06-14 21:36:26"
Torit,NULL,P,NULL,4.41177,32.5705,"South Sudan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Geonames: Torit, South Sudan",2,2,"2020-01-13 19:48:11"
Tormento,NULL,SL,NULL,18.6526,-90.6467,Mexico,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Figure 1 in ROVIROSA-HERNA?NDEZ et al. 2013.",2,1,"2020-01-21 20:31:02"
Tororo,NULL,SL,"00° 41' 42" N; 034° 11' 09" E",0.69,34.18,Uganda,NULL,NULL,NULL,NULL,Africa,1,0,0,NULL,"; Geonames: Tororo PPL",2,2,"2011-07-25 16:47:39"
Toubakouta,NULL,SL,"13° 46' 00" N; 016° 28' 00" W",13.76,-16.46,Senegal,NULL,NULL,NULL,NULL,Africa,1,0,0,NULL,"; Geonames:  used first of 6 provided; all within 1°",2,2,"2011-07-25 16:48:18"
Toubaunta,NULL,P,"13 N; 12 30' E",13,12.5,Senegal,NULL,NULL,NULL,NULL,Africa,1,0,0,NULL,"SE Senegal; not in Geonames, estimated as SE Senegal in Rand McNally",3,2,"2011-07-25 16:48:56"
Transvaal,NULL,P,"25° 00' 00" S; 029° 45' 00" E",-25,29.75,"South Africa",NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames:  used average of values for Eastern Transvaal Province and Northern Transvaal Province, both ADM1",3,2,"2011-07-25 16:49:10"
TRINIDAD,NULL,N,"11° 00' 00" N; 061° 00' 00" W",11,-61,Trinidad,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"; Geonames:  Trinidad and Tobago PCLI",2,3,"2012-06-14 21:36:30"
"Tsaobis Leopard Park",NULL,SL,NULL,-22.55,15.74,Namibia,NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,NULL,1,1,"2020-01-21 20:32:40"
Tshuapa-Lomami-Lualaba,NULL,O,NULL,-2.68437,25.213,"Democratic Republic of Congo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From http://www.bonoboincongo.com/maps/",1,3,"2020-01-21 20:40:47"
Tsimanampetsotsa,NULL,SL,"24° 05' 16.8" S; 43° 45' 14.9" E",-24.08,43.75,Madagascar,NULL,NULL,NULL,NULL,Africa,0,38,0,NULL,"Strict Natural Reserve; from primary ref, Dutton et al. 2003",1,1,"2011-07-25 16:53:01"
Tsinjoarivo,NULL,SL,NULL,-15.7,47.1,Madagascar,NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"Acmemapper 2.0;Tsinjoarivo forest,madagascar",1,2,"2020-01-13 21:41:00"
"Tsinjoarivo fragment",NULL,SL,NULL,-19.688,47.774,Madagascar,,Ambatolampy,,NULL,NULL,,NULL,NULL,NULL,,1,2,"2020-01-14 21:15:03"
Tsiombokibo,NULL,SL,NULL,-18.9,47.5,Madagascar,NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"Acmemapper;Tsiombokibo,madagascar",2,2,"2020-01-21 20:41:05"
Tuanan,NULL,NULL,,NULL,NULL,Indonesia,Kalimantan,"Central Kalimantan",,NULL,NULL,Mawas,NULL,NULL,NULL,,,,"2020-10-28 19:20:37"
Tucurui,NULL,P,NULL,-3.7,-49.7,Brazil,Para,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,"2020-01-21 20:42:37"
Tuinfontein,NULL,SL,"24° 45' S; 30° 10' E",-30.16,24.75,"South Africa",NULL,NULL,NULL,NULL,Africa,1,0,0,NULL,"District of Petrusville, Northern Cape Province; from primary ref:switched the latitude and longitude co-ordinates as confirmation with Acme mapper(tuinfontein,district of petrusville ,sout Africa) suggests that in the co-ordinate values from the primary reference long co-ordinate was recorded as lat co-ordinate and vice versa ",2,2,"2011-07-25 16:54:12"
"Tulear (Toliara)",NULL,SL,"23° 21' 00" S; 043° 40' 00" E",-23.35,43.66,Madagascar,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"aka Toliara; Geonames: Tulear PPLA, aka Toliara",2,2,"2020-01-21 20:42:04"
Turabah,NULL,SL,"21° 13' 02" N; 041° 38' 08" E",21.21,41.63,"Saudi Arabia",NULL,NULL,NULL,NULL,Eurasia,1,0,0,NULL,"; Geonames: Turabah PPL",2,2,"2011-07-25 16:54:34"
Tweefontein,NULL,SL,"25° 05' S; 30° 47' E",-25.08,30.78,"South Africa",NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"Tweefontein Forest Reserve; from source",2,2,"2011-07-25 16:54:40"
"UB field site",NULL,SL,NULL,3.4,22.2,"Democratic Republic of Congo",NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"See Figure 1",2,2,"2020-01-21 20:42:55"
"Udzungwa ",NULL,O,NULL,-7.75086,36.6957,Tanzania,,,,NULL,NULL,"Udzungwa National Park",NULL,NULL,NULL,"Geonames: Udzungwa Mountains National Park, Tanzania",1,3,"2020-01-21 20:44:17"
Ugago,NULL,SL,NULL,-8.39,34.68,Tanzania,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,";Acmemapper 2.0;Ugago,Tanzania",2,2,"2020-01-14 21:13:17"
"Ugalla-Tongwe Forest Reserve ",NULL,O,NULL,-6.16667,32,Tanzania,NULL,NULL,NULL,NULL,NULL,"Ugalla River Forest Reserve ",NULL,NULL,NULL,"Geonames: Ugalla River Forest Reserve ",1,2,"2020-01-21 20:46:57"
UGANDA,NULL,N,"02° 00'00" N; 033° 00' 00" E",2,33,Uganda,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames: Uganda, republic of",2,4,"2012-06-14 21:30:13"
Ulavi,NULL,SL,"14° 10' 00" N; 075° 02' 00" E",14.16,75.03,India,NULL,NULL,NULL,NULL,Eurasia,1,0,0,NULL,"CN used Ulavi as locality based on maps 1-9; Geonames:  Sagar PPL, matched to approx coordinates map in Goverdhan et al. 1974",2,2,"2011-07-25 16:55:20"
"Umfolosi Game Reserve",NULL,SL,NULL,-28.3049,31.741,"South Africa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Geonames: Umfolozi Game Reserve",1,2,"2020-01-13 19:45:32"
Una,NULL,SL,,-15.3,-39.1,Brazil,Bahia,,Una,NULL,SouthAmerica,"Una Biological Reserve",NULL,NULL,NULL,"Acmemapper 2.0;Una,Bahia",2,2,"2020-01-22 01:47:44"
Uniao,NULL,O,NULL,-22.53,-42,Brazil,"Rio de Janeiro","Rio das Ostras, Casimiro de Abreu",NULL,NULL,SouthAmerica,NULL,NULL,NULL,NULL,"Acmemapper 2.0;UniaoRio das ostras",2,2,"2020-01-21 20:49:50"
UNKNOWN,NULL,O,NULL,NULL,NULL,N/A,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,"unstated locality; not relevant",-,NULL,"2020-01-14 21:13:25"
"Upper Rock",NULL,O,NULL,36.1,-5.36,Gibraltar,NULL,NULL,NULL,NULL,Eurasia,NULL,NULL,NULL,NULL,"Acmemapper 2.0;upper rock,Gibraltar",2,2,"2020-01-21 20:51:23"
Utinga,NULL,SL,"01° 27' 00" S; 048° 29' 00" W",-1.45,-48.48,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,1,0,0,NULL,"in Para province, near Belem; Geonames:  Belem",2,2,"2011-07-25 16:56:00"
"Uttar Pradesh",NULL,P,"28° 00' 00" N; 080° 00' 00" E",28,80,India,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,""most lived in proximity to man"; ",2,3,"2011-07-25 19:27:32"
Utu,NULL,P,"01° 24' 00" S; 027° 49' 00" E",-1.4,27.82,"Democratic Republic of Congo",NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"Kivu Province of Congo Republic; Geonames: Utu STM, close to Kivu Province",2,2,"2019-12-03 18:59:06"
Uxpanapa,NULL,SL,NULL,17.275,-94.4259,Mexico,Veracruz,NULL,NULL,NULL,SouthAmerica,NULL,NULL,NULL,NULL,"See Figure 1 and Geonames: Uxpanapa, Mexico",2,2,"2019-12-11 19:05:23"
Valparai,NULL,SL,NULL,10.383,77.02,India,NULL,"Anamalai Hills",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"from Figure 3 in Hussain et al. 2013",1,1,"2020-01-21 20:52:06"
"Van Long",NULL,SL,NULL,10.5,106.4,Vietnam,NULL,NULL,NULL,NULL,Eurasia,NULL,NULL,NULL,NULL,"Acmemapper 2.0;Van Long,Vietnam",2,2,"2016-01-26 15:57:47"
Venda,NULL,SL,"22° 58' 00" S; 030° 35' 00" E",-22.96,30.58,"South Africa",NULL,NULL,NULL,NULL,Africa,1,0,0,NULL,"; Geonames: Vendaland, confirmed by almanac "NE Traansvaal"",2,2,"2011-07-25 16:56:59"
VENEZUELA,NULL,N,"08° 00' 00" N; 066° 00' 00" W",8,-66,Venezuela,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"; Geonames: Venezuela PCLI",2,4,"2011-07-25 16:57:12"
Vicosa,NULL,SL,"20° 45' 14.00" S , 42° 52' 54.98" W",-20.7539,-42.8817,Brazil,"Minas Gerais",,,NULL,SouthAmerica,,NULL,NULL,NULL,,1,1,"2020-01-21 20:52:43"
"Vila Coutinho",NULL,SL,"14° 34' 28" S; 034° 18' 22" E",-14.57,34.3,Zimbabwe,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames: Vila Coutinho PPL (Native)",2,2,"2011-07-25 16:57:34"
"Vila Gianetti",NULL,SL,NULL,-20.75,-42.867,Brazil,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Reference:  de Oliveira Tavela et al. 2013",1,2,"2020-01-21 20:54:57"
Villaro,NULL,SL,NULL,4.15,-73.6417,Colombia,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"Geonames: Villavo (Villavicencio)",3,2,"2020-01-21 21:01:18"
Villavicencio,NULL,SL,"04° 09' 12" N; 073° 38' 06" W",4.15,-73.63,Colombia,NULL,NULL,NULL,NULL,SouthAmerica,1,0,0,NULL,"; Geonames: Villavicencio PPL, used first one, which is closest to Amazonian forest",2,2,"2019-12-03 19:03:45"
Virunga,NULL,O,NULL,0.91667,29.1667,"Democratic Republic of Congo",NULL,NULL,NULL,NULL,NULL,"Virguna National Park",NULL,NULL,NULL,"Geonames: Virunga National Park",1,3,"2020-01-21 21:05:38"
"VM field site",NULL,SL,NULL,6.4,11.8,Cameroon,NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"See Figure 1",2,2,"2020-01-21 19:29:43"
"Volcanoes National Park",NULL,O,NULL,-1.48,29.53,Rwanda,,,,NULL,NULL,,NULL,NULL,NULL,,1,3,"2020-01-14 21:14:57"
"WA field site",NULL,SL,NULL,0.1,27,"Democratic Republic of Congo",NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"See Figure 1",2,2,"2020-01-21 19:21:01"
Wakinosawa,NULL,P,NULL,39.03,141.7,Japan,Aomori,Shimokita,NULL,NULL,Eurasia,NULL,NULL,NULL,NULL,"Acmemapper 2.0;Wakinosawa,Japan",2,2,"2020-01-21 19:26:02"
Walikale,NULL,SL,"1° 25' 46.92'' S, 28° 4' 27.12'' E",-1.4297,28.0742,"Democratic Republic of Congo","North Kivu",,,NULL,NULL,,NULL,NULL,NULL,,1,1,"2020-01-21 19:26:19"
Wamba,NULL,SL,"00° 11' N; 22° 28' E",0.18,22.46,"Democratic Republic of Congo",NULL,NULL,NULL,NULL,Africa,2,0,0,NULL,"; too many and varied entries on Geonames; used Jim Moore's site http://weber.ucsd.edu/~jmoore/apesites/Wamba/Wamba.html",2,2,"2019-12-03 18:59:45"
Wanie-Rukula,NULL,SL,,0.19432,25.5291,"Democratic Republic of Congo",Tshopo,,,NULL,NULL,,NULL,NULL,NULL,"Geonames: Wanie-Rukula",1,2,"2020-01-24 20:11:40"
Wayanad,NULL,P,NULL,11.7033,76.0839,India,Kerala,,,NULL,NULL,,NULL,NULL,NULL,"Google maps: Wayand, Kerala, India",2,3,"2020-01-21 19:28:47"
"WB field site",NULL,SL,NULL,1.3,29.1,"Democratic Republic of Congo",NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"See Figure 1",2,2,"2020-01-21 19:29:01"
"WE field site",NULL,SL,NULL,4.5,11.8,Cameroon,NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"See Figure 1",2,2,"2020-01-21 19:29:05"
"West and East Africa",NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"Too wide a region covering many countries",NULL,NULL,"2020-01-21 19:29:24"
"Western Cape",NULL,P,"34° 00' 00" S; 020° 00' 00" E",-34,20,"South Africa",NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames:  Western Cape Province (ADM1)",2,3,"2011-07-25 16:58:49"
"Wildcliff Nature Reserve",NULL,SL,"33°57' S, 21°2'E",-33.95,21.0333,"South Africa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,"2020-01-21 19:25:35"
Winterskloof,NULL,P,NULL,-33.5,23.6,"South Africa",NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"Acmemapper 2.0;winterskloof",2,2,"2020-01-21 19:21:48"
"WK field site",NULL,SL,NULL,-1,29.1,"Democratic Republic of Congo",NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"See Figure 1",2,2,"2020-01-21 19:21:23"
"WL field site",NULL,SL,NULL,-2.1,24.8,"Democratic Republic of Congo",NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"See Figure 1",2,2,"2020-01-21 19:21:20"
Wollega,NULL,P,"09° 20' 00" N; 036° 06' 00" E",9.33,36.1,Ethiopia,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames: Nekemte (Wollega province name changed according to Ethiopian embassy web page); used LCTY (locality), probably reflecting the flux of borders in this chaotic region",2,2,"2011-07-25 16:59:22"
"Wondo Genet",NULL,SL,"06° 36' 00" N; 038° 25' 00" E",6.6,38.41,Ethiopia,NULL,NULL,NULL,NULL,Africa,0,1800,0,NULL,"270 km to south of Addis Ababa; aka Wendo, Wando, Uondo; Geonames: Wendo",2,2,"2011-07-25 16:59:35"
Wu-Lai,NULL,SL,"24° 52' 00" N; 121° 33' 00" E",24.86,121.55,Taiwan,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"; Geonames: Wu-Lai PPL",2,2,"2011-07-25 16:59:58"
Xingu,NULL,P,"07° 30 00" S; 052° 12' 00" W",-7.5,-52.2,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"this is a river system covering about 600 miles, just south of Altamira near Belem; used Geonames to idenfity longitude for Altimira, north of study area, and approximated latitude based on center of upper levels of Xingu River on a globe",3,2,"2011-07-25 17:00:17"
