,Unnamed: 0,HostCorrectedName,ParasiteCorrectedName,Arthropod,Bacteria,Protozoa,Fungus,Virus,Helminth,NoEntry,Vector,Direct,Indirect,Sexual,Vertical,CloseT,Nonclose,Intermediate,WtAvgPrevalence,Citation,Parasite_type,transmission_type
1399,1399,Macaca silenus,Entamoeba histolytica,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.021,1,Protozoa,Direct-CloseT-Nonclose
1400,1400,Macaca silenus,Enterobius vermicularis,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0.005,1,Helminth,Direct-CloseT-Nonclose
1401,1401,Macaca silenus,Haemonchus sp.,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0.055978947,2,Helminth,Direct-Nonclose
1402,1402,Macaca silenus,Metastrongylus sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.005,1,Helminth,Indirect-Intermediate
1403,1403,Macaca silenus,Moniezia sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.011,1,Helminth,Indirect-Intermediate
1404,1404,Macaca silenus,Oesophagostomum sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.005,1,Helminth,Direct-Nonclose
1405,1405,Macaca silenus,Plasmodium sp.,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.667,1,Protozoa,Vector-Indirect
1406,1406,Macaca silenus,Strongyloides stercoralis,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.077,1,Helminth,Direct-Indirect-Nonclose
1407,1407,Macaca silenus,Toxocara sp.,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0.026,1,Helminth,Direct-Vertical-Nonclose
1408,1408,Macaca silenus,Trichostrongylus sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.036,1,Helminth,Direct-Nonclose
1409,1409,Macaca silenus,Trichuris sp.,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0.140336842,2,Helminth,Direct-Nonclose
1410,1410,Macaca sinica,Babesia cellii,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
1411,1411,Macaca sinica,Balantidium coli,0,0,5,0,0,0,0,0,5,0,0,0,5,5,0,0.135,1,Protozoa,Direct-CloseT-Nonclose
1412,1412,Macaca sinica,Chilomastix sp.,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0.124,1,Protozoa,Direct
1413,1413,Macaca sinica,Cryptosporidium sp.,0,0,4,0,0,0,0,0,4,0,0,0,4,4,0,,1,Protozoa,Direct-CloseT-Nonclose
1414,1414,Macaca sinica,Deltaretrovirus sp.,0,0,0,0,5,0,0,0,5,0,5,5,5,0,0,0.175,1,Virus,Direct-Sexual-Vertical-CloseT
1415,1415,Macaca sinica,Entamoeba coli,0,0,5,0,0,0,0,0,5,0,0,0,5,5,0,0.517,1,Protozoa,Direct-CloseT-Nonclose
1416,1416,Macaca sinica,Entamoeba hartmanni,0,0,5,0,0,0,0,0,5,0,0,0,5,5,0,0.236,1,Protozoa,Direct-CloseT-Nonclose
1417,1417,Macaca sinica,Enterobius sp.,0,0,0,0,0,5,0,0,5,0,0,0,5,5,0,0.517,1,Helminth,Direct-CloseT-Nonclose
1418,1418,Macaca sinica,Escherichia coli,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0.25,1,Bacteria,Direct-Indirect-CloseT-Nonclose
1419,1419,Macaca sinica,Flavivirus Dengue virus,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.94,1,Virus,Vector-Indirect
1420,1420,Macaca sinica,Flavivirus Japanese encephalitis,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.017,1,Virus,Vector-Indirect
1421,1421,Macaca sinica,Flavivirus West Nile Virus,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.06,1,Virus,Vector-Indirect
1422,1422,Macaca sinica,Iodamoeba sp.,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0.258,1,Protozoa,Direct
1423,1423,Macaca sinica,Orthobunyavirus Bunyamwera orthobunyavirus,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.009,1,Virus,Vector-Indirect
1424,1424,Macaca sinica,Orthobunyavirus California encephalitis orthobunyavirus,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0.1,1,Virus,Vector-Indirect
1425,1425,Macaca sinica,Plasmodium cynomolgi,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,,3,Protozoa,Vector-Indirect
1426,1426,Macaca sinica,Plasmodium fragile,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,,3,Protozoa,Vector-Indirect
1427,1427,Macaca sinica,Plasmodium inui,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
1428,1428,Macaca sinica,Plasmodium simiovale,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
1429,1429,Macaca sinica,Strongyloides sp.,0,0,0,0,0,5,0,0,5,5,0,0,0,5,0,0.292,1,Helminth,Direct-Indirect-Nonclose
1430,1430,Macaca sinica,Trichuris sp.,0,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0.141292517,2,Helminth,Direct-Nonclose
1431,1431,Macaca sinica,Vesiculovirus New Jersey vesiculovirus,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.017,1,Virus,Vector-Indirect
1432,1432,Macaca sp.,Sandnema digitatum,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
1433,1433,Macaca sp.,Simplexvirus Human alphaherpesvirus 1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,,1,Virus,Direct-Sexual-Vertical-CloseT
1434,1434,Macaca sylvanus,Flavivirus Yellow Fever,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,1,Virus,Vector-Indirect
1435,1435,Macaca sylvanus,Polyomavirus Simian agent virus 40,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.008,1,Virus,Direct-Vertical-CloseT
1436,1436,Macaca sylvanus,Spumavirus Simian foamy virus,0,0,0,0,5,0,0,0,5,0,5,5,5,0,0,0.557,1,Virus,Direct-Sexual-Vertical-CloseT
1437,1437,Macaca sylvanus,Trichophyton simii,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,Fungus,Direct-CloseT
1438,1438,Macaca tonkeana,Anatrichosoma sp.,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0.4798,1,Helminth,Direct-Nonclose
1439,1439,Macaca tonkeana,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.235,1,Virus,Direct-Sexual-Vertical-CloseT
1440,1440,Macaca tonkeana,Eutrombicula sp.,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,Arthropod,Direct-Nonclose
1441,1441,Macaca tonkeana,Oesophagostomum sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.4,1,Helminth,Direct-Nonclose
1442,1442,Macaca tonkeana,Physaloptera sp.,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.088470588,1,Helminth,Indirect-Intermediate
1443,1443,Macaca tonkeana,Plasmodium sp.,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0.661985915,1,Protozoa,Vector-Indirect
1444,1444,Macaca tonkeana,Strongyloides fuelleborni,0,0,0,0,0,2,0,0,2,2,0,0,0,2,0,0.088176471,1,Helminth,Direct-Indirect-Nonclose
1445,1445,Macaca tonkeana,Trichuris trichiura,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0.235529412,1,Helminth,Direct-Nonclose
1446,1446,Macaca tonkeana,Watsonius sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.04,1,Helminth,Indirect-Intermediate
1447,1447,Mandrillus leucophaeus,Armillifer armillatus,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,1,Arthropod,Indirect-Nonclose-Intermediate
1448,1448,Mandrillus leucophaeus,Lentivirus Simian immunodeficiency virus,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,Virus,Direct-Sexual-Vertical-CloseT
1449,1449,Mandrillus leucophaeus,Loa loa,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.962,1,Helminth,Vector-Indirect
1450,1450,Mandrillus leucophaeus,Paragonimus africanus,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.33,2,Helminth,Indirect-Intermediate
1451,1451,Mandrillus leucophaeus,Plasmodium gonderi,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,,3,Protozoa,Vector-Indirect
1452,1452,Mandrillus leucophaeus,Pneumonyssus africanus,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
1453,1453,Mandrillus leucophaeus,Sarcoptes sp.,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,1,Arthropod,Direct-CloseT-Nonclose
1454,1454,Mandrillus leucophaeus,Spumavirus Simian foamy virus,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,,1,Virus,Direct-Sexual-Vertical-CloseT
1455,1455,Mandrillus sphinx,Balantidium coli,0,0,5,0,0,0,0,0,5,0,0,0,5,5,0,0.585019608,3,Protozoa,Direct-CloseT-Nonclose
1456,1456,Mandrillus sphinx,Brodenia laciniata,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1457,1457,Mandrillus sphinx,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,7,0,0,0,7,0,7,7,7,0,0,,4,Virus,Direct-Sexual-Vertical-CloseT
1458,1458,Mandrillus sphinx,Deltaretrovirus sp.,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.286,1,Virus,Direct-Sexual-Vertical-CloseT
1459,1459,Mandrillus sphinx,Dicrocoelium sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1460,1460,Mandrillus sphinx,Dipetalonema witei,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
1461,1461,Mandrillus sphinx,Endolimax nana,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.728,1,Protozoa,Direct-CloseT-Nonclose
1462,1462,Mandrillus sphinx,Entamoeba coli,0,0,5,0,0,0,0,0,5,0,0,0,5,5,0,0.569250996,2,Protozoa,Direct-CloseT-Nonclose
1463,1463,Mandrillus sphinx,Entamoeba hartmanni,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.047,1,Protozoa,Direct-CloseT-Nonclose
1464,1464,Mandrillus sphinx,Enterobius vermicularis,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,0.017141256,2,Helminth,Direct-CloseT-Nonclose
1465,1465,Mandrillus sphinx,Hepatocystis kochi,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,1,Protozoa,Vector-Indirect
1466,1466,Mandrillus sphinx,Iodamoeba butschlii,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.122,1,Protozoa,Direct-CloseT-Nonclose
1467,1467,Mandrillus sphinx,Lentivirus Simian immunodeficiency virus,0,0,0,0,3,0,0,0,3,0,3,3,3,0,0,0.7998,3,Virus,Direct-Sexual-Vertical-CloseT
1468,1468,Mandrillus sphinx,Loa loa,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
1469,1469,Mandrillus sphinx,Mammomonogamus sp.,0,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0.014423767,2,Helminth,Indirect-Nonclose-Intermediate
1470,1470,Mandrillus sphinx,Mansonella vanhoofi,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
1471,1471,Mandrillus sphinx,Necator americanus,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.597,1,Helminth,Direct-Nonclose
1472,1472,Mandrillus sphinx,Oesophagostomum bifurcum,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1473,1473,Mandrillus sphinx,Physaloptera sp.,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,,1,Helminth,Indirect-Intermediate
1474,1474,Mandrillus sphinx,Plasmodium gonderi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.019,1,Protozoa,Vector-Indirect
1475,1475,Mandrillus sphinx,Pneumonyssus simicola,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
1476,1476,Mandrillus sphinx,Spumavirus Simian foamy virus,0,0,0,0,2,0,0,0,2,0,2,2,2,0,0,0.462,2,Virus,Direct-Sexual-Vertical-CloseT
1477,1477,Mandrillus sphinx,Staphylococcus aureus,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,,1,Bacteria,Direct-Vertical-CloseT-Nonclose
1478,1478,Mandrillus sphinx,Streptopharagus sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1479,1479,Mandrillus sphinx,Strongyloides sp.,0,0,0,0,0,6,0,0,6,6,0,0,0,6,0,0.174971822,3,Helminth,Direct-Indirect-Nonclose
1480,1480,Mandrillus sphinx,Trichostrongylus sp.,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0.127273543,2,Helminth,Direct-Nonclose
1481,1481,Mandrillus sphinx,Watsonius deschiensi,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1482,1482,Microcebus murinus,Ascaris sp.,0,0,0,0,0,9,0,0,9,0,0,0,0,9,0,0.093651977,6,Helminth,Direct-Nonclose
1483,1483,Microcebus murinus,Capillaria sp.,0,0,0,0,0,3,0,0,3,3,0,0,0,3,3,0.0057433,3,Helminth,Direct-Indirect-Nonclose-Intermediate
1484,1484,Microcebus murinus,Dipetalonema petteri,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,,1,Helminth,Vector-Indirect
1485,1485,Microcebus murinus,Enterobius sp.,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,0.01,2,Helminth,Direct-CloseT-Nonclose
1486,1486,Microcebus murinus,Haemaphysalis lemuris,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,Arthropod,Direct-Nonclose
1487,1487,Microcebus murinus,Haemaphysalis microcebi,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0.502090707,1,Arthropod,Direct-Nonclose
1488,1488,Microcebus murinus,Haemaphysalis simplex,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,Arthropod,Direct-Nonclose
1489,1489,Microcebus murinus,Hymenolepis sp.,0,0,0,0,0,19,0,0,0,19,0,0,0,0,19,0.249668252,7,Helminth,Indirect-Intermediate
1490,1490,Microcebus murinus,Lemuricola microcebi,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,,1,Helminth,Direct-CloseT-Nonclose
1491,1491,Microcebus murinus,Lemurpediculus madagascariensis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,Arthropod,
1492,1492,Microcebus murinus,Listrophoroides sp.,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0.350879473,1,Arthropod,Direct-CloseT
1493,1493,Microcebus murinus,Metagonimus sp.,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.024707219,2,Helminth,Indirect-Intermediate
1494,1494,Microcebus murinus,Oesophagostomum sp.,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0.004531387,2,Helminth,Direct-Nonclose
1495,1495,Microcebus murinus,Ophryocotyle buecki,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,1,Helminth,
1496,1496,Microcebus murinus,Opisthorchis sp.,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.00265508,2,Helminth,Indirect-Intermediate
1497,1497,Microcebus murinus,Oxyuridae sp.,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.145,1,Helminth,CloseT-Nonclose
1498,1498,Microcebus murinus,Rictularia lemuri,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,,1,Helminth,Indirect-Intermediate
1499,1499,Microcebus murinus,Schoutedenichia microcebi,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563101942,1,Arthropod,
1500,1500,Microcebus murinus,Spirura diplocyphos,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1501,1501,Microcebus murinus,Strongylida sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.197,1,Helminth,Direct-Nonclose
1502,1502,Microcebus murinus,Strongyloides sp.,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0.128482759,3,Helminth,Direct-Indirect-Nonclose
1503,1503,Microcebus murinus,Subulura baeri,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,,1,Helminth,Indirect-Intermediate
1504,1504,Microcebus murinus,Trichosomoides sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.045,1,Helminth,Direct-Nonclose
1505,1505,Microcebus murinus,Trichuris sp.,0,0,0,0,0,12,0,0,12,0,0,0,0,12,0,0.149898976,8,Helminth,Direct-Nonclose
1506,1506,Microcebus murinus,Zonorchis microcebi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,Helminth,
1507,1507,Microcebus rufus,Cryptosporidium sp.,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.5,1,Protozoa,Direct-CloseT-Nonclose
1508,1508,Microcebus rufus,Dirofilaria immitis,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
1509,1509,Microcebus rufus,Eimeria sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.36,1,Protozoa,Direct-Nonclose
1510,1510,Microcebus rufus,Entamoeba histolytica,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.054,1,Protozoa,Direct-CloseT-Nonclose
1511,1511,Microcebus rufus,Enterobius sp.,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,0.04,1,Helminth,Direct-CloseT-Nonclose
1512,1512,Microcebus rufus,Enterovirus sp.,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0.3,1,Virus,Direct-CloseT-Nonclose
1513,1513,Microcebus rufus,Haemaphysalis lemuris,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0.75,2,Arthropod,Direct-Nonclose
1514,1514,Microcebus rufus,Hymenolepis diminuta,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.44,1,Helminth,Indirect-Intermediate
1515,1515,Microcebus rufus,Hymenolepis nana,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.17,1,Helminth,Indirect-Intermediate
1516,1516,Microcebus rufus,Ixodes sp.,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,Arthropod,Direct-Indirect-Nonclose
1517,1517,Microcebus rufus,Lemurpediculus verruculosus,9,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0.424567686,4,Arthropod,Direct-CloseT
1518,1518,Microcebus rufus,Mastadenovirus sp.,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0.5,1,Virus,Direct-CloseT-Nonclose
1519,1519,Microcebus rufus,Norovirus sp.,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0.45,1,Virus,Direct-CloseT-Nonclose
1520,1520,Microcebus rufus,Strongyloides sp.,0,0,0,0,0,12,0,0,12,12,0,0,0,12,0,0.747084656,2,Helminth,Direct-Indirect-Nonclose
1521,1521,Microcebus sp.,Lemurpediculus verruculosus,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
1522,1522,Miopithecus talapoin,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.182,1,Virus,Direct-Sexual-Vertical-CloseT
1523,1523,Miopithecus talapoin,Deltaretrovirus sp.,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.375,1,Virus,Direct-Sexual-Vertical-CloseT
1524,1524,Miopithecus talapoin,Euparadistomum cercopitheci,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,,1,Helminth,Indirect-Intermediate
1525,1525,Miopithecus talapoin,Lentivirus Simian immunodeficiency virus,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.25,1,Virus,Direct-Sexual-Vertical-CloseT
1526,1526,Miopithecus talapoin,Meningonema peruzzii,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,,2,Helminth,Vector-Indirect
1527,1527,Miopithecus talapoin,Paracoroptes miopithecus,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
1528,1528,Miopithecus talapoin,Staphylococcus aureus,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,,1,Bacteria,Direct-Vertical-CloseT-Nonclose
1529,1529,Miopithecus talapoin,Trypanosoma brucei,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.167,1,Protozoa,Vector-Indirect
1530,1530,Miopithecus talapoin,Trypanosoma vivax,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.25,1,Protozoa,Vector-Indirect
1531,1531,Mirza coquereli,Ascaris sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1532,1532,Mirza coquereli,Hymenolepis sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1533,1533,Mirza coquereli,Subulura sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1534,1534,Mirza coquereli,Trichuris sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1535,1535,Nasalis larvatus,Anatrichosoma sp.,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0.015280702,2,Helminth,Direct-Nonclose
1536,1536,Nasalis larvatus,Ascaris lumbricoides,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.086,1,Helminth,Direct-Nonclose
1537,1537,Nasalis larvatus,Diphyllobothrium sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.015,1,Helminth,Indirect-Intermediate
1538,1538,Nasalis larvatus,Enterobius sp.,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0.055,1,Helminth,Direct-CloseT-Nonclose
1539,1539,Nasalis larvatus,Fasciola sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.015,1,Helminth,Indirect-Intermediate
1540,1540,Nasalis larvatus,Hymenolepis sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.031,1,Helminth,Indirect-Intermediate
1541,1541,Nasalis larvatus,Oesophagostomum aculeatum,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.143,1,Helminth,Direct-Nonclose
1542,1542,Nasalis larvatus,Physaloptera sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.031,1,Helminth,Indirect-Intermediate
1543,1543,Nasalis larvatus,Schistosoma sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.015,1,Helminth,Indirect-Intermediate
1544,1544,Nasalis larvatus,Strongyloides fuelleborni,0,0,0,0,0,2,0,0,2,2,0,0,0,2,0,0.327,2,Helminth,Direct-Indirect-Nonclose
1545,1545,Nasalis larvatus,Strongyloides stercoralis,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.046,1,Helminth,Direct-Indirect-Nonclose
1546,1546,Nasalis larvatus,Taenia sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.288,1,Helminth,Indirect-Intermediate
1547,1547,Nasalis larvatus,Trichostrongylus sp.,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0.449372385,2,Helminth,Direct-Nonclose
1548,1548,Nasalis larvatus,Trichuris trichiura,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.446,1,Helminth,Direct-Nonclose
1549,1549,Nycticebus coucang,Brugia pahangi,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.32,1,Helminth,Vector-Indirect
1550,1550,Nycticebus coucang,Eimeria pachylepyron,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.375,1,Protozoa,Direct-Nonclose
1551,1551,Nycticebus coucang,Lemuricola nycticebi,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,,2,Helminth,Direct-CloseT-Nonclose
1552,1552,Nycticebus coucang,Necator sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1553,1553,Nycticebus coucang,Orthobunyavirus Bakau orthobunyavirus,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,1,Virus,Vector-Indirect
1554,1554,Nycticebus coucang,Pterygodermatites nycticebi,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,,1,Helminth,Indirect-Intermediate
1555,1555,Nycticebus coucang,Spirura aurangabadensis,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1556,1556,Nycticebus coucang,Strongyloides sp.,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,,1,Helminth,Direct-Indirect-Nonclose
1557,1557,Nycticebus coucang,Trichostrongylus sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1558,1558,Nycticebus coucang,Trypanosoma sp.,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
1559,1559,Nycticebus sp.,Felicola mjoebergi,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
1560,1560,Otolemur crassicaudatus,Amblyomma hebraeum,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,Arthropod,Direct-Indirect-Nonclose
1561,1561,Otolemur crassicaudatus,Amblyomma variegatum,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,Arthropod,Direct-Indirect-Nonclose
1562,1562,Otolemur crassicaudatus,Ancylostoma sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1563,1563,Otolemur crassicaudatus,Armillifer sp.,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,1,Arthropod,Indirect-Nonclose-Intermediate
1564,1564,Otolemur crassicaudatus,Contracaecum rodhaini,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1565,1565,Otolemur crassicaudatus,Flavivirus Yellow Fever,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0.090883721,1,Virus,Vector-Indirect
1566,1566,Otolemur crassicaudatus,Galagocheles lemuricola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,Arthropod,
1567,1567,Otolemur crassicaudatus,Haemaphysalis leachi,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,Arthropod,Direct-Nonclose
1568,1568,Otolemur crassicaudatus,Ixodes sp.,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,,1,Arthropod,Direct-Indirect-Nonclose
1569,1569,Otolemur crassicaudatus,Lemurphthirus stigmosus,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,,2,Arthropod,Direct-CloseT
1570,1570,Otolemur crassicaudatus,Rhipicephalus appendiculatus,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,Arthropod,Direct-Indirect-Nonclose
1571,1571,Otolemur crassicaudatus,Rhipicephalus sanguineus,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,Arthropod,Direct-Indirect-Nonclose
